corpus_id,title,authors,year,field
158550058,The Gains and Losses From Industrial Concentration,Sam  Peltzman ,1977,Economics
153686447,The Gains and Losses From Industrial Concentration,Sam  Peltzman ,1977,
210600299,The Inequitable Treatment of English Learners in California's Public Schools,"Patricia  Gándara , Russell W. Rumberger ",2003,Political Science
151230831,The Inequitable Treatment of English Learners in California's Public Schools - eScholarship,"Patricia  Gándara , Russell W. Rumberger ",2002,Political Science
21321220,"REVIE The Absorption , Transport , and Deposition of Fat Application of a New Method for the Determination of I ~ 3 ~-Lipid Activity in Dogs and Man ( Part 1 )",David Alan Turner Ph.D.,2005,Chemistry
19901557,"The Absorption , Transport , and Deposition of Fat Application of a New Method for the Determination of I ~ 3 ~-Lipid Activity in Dogs and Man ( Part 2 )",David Alan Turner Ph.D.,2005,Materials Science Medicine
34454472,Nearly quantum-efficiency limited oscillation of Yb:YAG laser at room temperature,"S.  Matsubara , T.  Ueda , T.  Takamido , S.  Kawato , T.  Kobayashi ",2005,"Physics, Chemistry"
137002883,Nearly quantum-efficiency limited oscillation of Yb:YAG laser at room temperature,"Shinichi  Matsubara , Tsutomu  Ueda , Tetsuji  Takamido , Sakae  Kawato , Takao  Kobayashi ",2005,Materials Science
208716457,Crystal structure of mouse PI3 kinase delta in complex with GSK2292767,"K.D.  Down , A.  Amour , I.R.  Baldwin , A.W.J.  Cooper , A.M.  Deakin , L.M.  Felton , S.B.  Guntrip , C.  Hardy , Z.A.  Harrison , K.L.  Jones , P.  Jones , S.E.  Keeling , J.  Le , S.  Livia , F.  Lucas , C.J.  Lunniss , N.J.  Parr , E.  Robinson , P.  Rowland , S.  Smith , D.A.  Thomas , G.  Vitulli , Y.  Washio , N.  Hamblin ",2015,Chemistry
208695271,Crystal structure of mouse PI3 kinase delta in complex with GSK2269557,"K.D.  Down , A.  Amour , I.R.  Baldwin , A.W.J.  Cooper , A.M.  Deakin , L.M.  Felton , S.B.  Guntrip , C.  Hardy , Z.A.  Harrison , K.L.  Jones , P.  Jones , S.E.  Keeling , J.  Le , S.  Livia , F.  Lucas , C.J.  Lunniss , N.J.  Parr , E.  Robinson , P.  Rowland , S.  Smith , D.A.  Thomas , G.  Vitulli , Y.  Washio , N.  Hamblin ",2015,Chemistry
72809664,317: A single-institution study evaluating the utility of surveillance bronchoscopy following lung transplantation,"Vincent G. Valentine , David  Weill , G. A. Lombard , S. G. LaPlace , Leonardo  Seoane , D. E. Taylor , Gundeep  Dhillon ",2007,Medicine
205093533,Single-institution study evaluating the utility of surveillance bronchoscopy after lung transplantation.,"Vincent G Valentine , Meera R Gupta , David  Weill , Gisele A Lombard , Stephanie G LaPlace , Leonardo  Seoane , David E Taylor , Gundeep S Dhillon ",2009,Medicine
25865513,Predicting functional adverse outcomes in hospitalized older patients: A systematic review of screening tools,"M.  De Saint-Hubert , D.  Schoevaerdts , P.  Cornette , W.  D’Hoore , B.  Boland , C.  Swine ",2010,Medicine
195313698,Predicting functional adverse outcomes in hospitalized older patients: a systematic review of screening tools.,"M. de Saint-Hubert , Didier  Schoevaerdts , Pascale  Cornette , William  D'Hoore , Benoît  Boland , Christian  Swine ",2010,Medicine
10697227,Analysis of conformal antennas on a complex platform,"Jian  Liu , Jian-Ming  Jin ",2003,Computer Science
108877471,Analysis of conformal antennas on a complex platform,"Jian  Liu , Jian-Ming  Jin ",2003,Mathematics
39825602,Examining the Association between Vitamin B12 Deficiency and Dementia in High-Risk Hospitalized Patients.,"O  Siswanto , K  Smeall , T  Watson , M  Donnelly-Vanderloo , C  O'Connor , N  Foley , J  Madill ",2015,Medicine
195312903,Examining the association between vitamin B12 deficiency and dementia in high-risk hospitalized patients,"O.  Siswanto , K.  Smeall , T.  Watson , M.  Donnelly-Vanderloo , C.  O’Connor , N.  Foley , J.  Madill ",2015,
7674211,Prevention of Suctioning-Related Arterial Oxygen Desaturation. Comparison of Off-Ventilator and On-Ventilator Suctioning,"S. E.  BROWN , D. W.  STANSBURY , E. J.  MERRILL , G. S.  LINDEN , R. W.  LIGHT , Dola S.  Thompson ",1983,Medicine
73023550,Prevention of Suctioning-Related Arterial Oxygen Desaturation: Comparison of Off-Ventilator and On-Ventilator Suctioning,"Stephen E. Brown , David W. Stansbury , Elaine J. Merrill , Gregory S. Linden , Richard W. Light ",1983,Medicine
24216579,A Jitter-Tolerance-Enhanced CDR Using a GDCO-Based Phase Detector,"Che-Fu  Liang , Sy-Chyuan  Hwu , Shen-Iuan  Liu ",2008,Computer Science
62734419,A Jitter-Tolerance-Enhanced CDR Using a GDCO-Based Phase Detector,"Che-Fu  Liang , Sy-Chyuan  Hwu , Shen-Iuan  Liu ",2007,Computer Science
213815404,A Method to Calculate the AIS Trauma Score from a Finite Element Model,"Christophe  Bastien , Clive Neal Sturgess , Jesper  Christensen , Lianjie  Wen ",2019,Mathematics
90261438,A Deterministic Method to Calculate the AIS Trauma Score from a Finite Element Organ Trauma Model (OTM),"C.  Bastien , C.  Neal-Sturgess , J.  Christensen , L.  Wen ",2019,Biology
22341533,A low-cost testbed of underwater mobile sensing network,"Zhengping  Feng , Guiyang  Shang , Lian  Lian ",2010,Engineering
109902095,A low-cost testbed of underwater mobile sensing network,"Zhengping  Feng , Gui-yang  Shang , Lian  Lian ",2010,Engineering
24666748,Global oximetry: an international anaesthesia quality improvement project. Authors' reply,"H.  Adams , Isabeau  Walker , Alan  Merry , I. H. Wilson , Gretl  McHugh , E.  O'Sullivan , G. M. M. Thoms , F.  Nuevo ",2009,Medicine
205249516,Global oximetry: an international anaesthesia quality improvement project,H.  Adams ,2010,Medicine
44274576,Protein kinase A-catalyzed phosphorylation of heat shock protein 60 chaperone regulates its attachment to histone 2B in the T lymphocyte plasma membrane.,"I U Khan , R  Wallin , R S Gupta , G M Kammer ",1998,"Biology, Medicine"
85312809,Protein kinase A-catalyzed phosphorylation of heat shock protein 60 chaperone regulates its attachment to histone 2B in the T lymphocyte plasma membrane,"Islam  Khan , Reidar  Wallin , Radhey S. Gupta , Gary M. Kammer ",1998,Biology
112434617,Study on Ability of Desalination System to Compensate Renewable Energy Fluctuation,"Masaki  Imanaka , Jumpei  Baba , Yusuke  Kuniba , Naoto  Higa ",2015,Engineering
116380103,Study on Ability of Desalination System to Compensate Renewable Energy Fluctuation,"Masaki  Imanaka , Jumpei  Baba , Yusuke  Kuniba , Naoto  Higa ",2017,Engineering
79717568,Positioning document on incorporating point-of-care ultrasound in Internal Medicine departments,"J. Torres Macho , F. J. García Sánchez , P. Garmilla Ezquerra , L. Beltrán Romero , J. Canora Lebrato , J. M. Casas Rojo , P. Arribas Arribas , S. López Palmero , S. Pintos Martínez , J. M. Cepeda Rodrigo , D.  Luordo , M. Beltrán López , M. Méndez Bailón , E. Rodilla Sala , L. Manzano Espinosa , A. Zapatero Gaviria , G. García de Casasola ",2018,Medicine
3788698,Positioning document on incorporating point-of-care ultrasound in Internal Medicine departments.,"J  Torres Macho , F J García Sánchez , P  Garmilla Ezquerra , L  Beltrán Romero , J  Canora Lebrato , J M Casas Rojo , P  Arribas Arribas , S  López Palmero , S  Pintos Martínez , J M Cepeda Rodrigo , D  Luordo , M  Beltrán López , M  Méndez Bailón , E  Rodilla Sala , L  Manzano Espinosa , A  Zapatero Gaviria , G  García de Casasola ",2018,Medicine
43502730,Fractal image coding algorithm using particle swarm optimisation and hybrid quadtree partition scheme,"Wang  Xing-Yuan , Wei  Na , Zhang  Dou-Dou ",2015,Computer Science
122966926,Fractal image coding algorithm using particle swarm optimisation and hybrid quadtree partition scheme,"Wang  Xing-Yuan , Zhang  Dou-Dou , Wei  Na ",2015,Mathematics
110251491,Fuzzy Financial Profitability Analyses of Demand Side Management Alternatives,J. N. Sheen ,2005,Engineering
34367429,Fuzzy Financial Profitability Analyses of Demand Side Management Alternatives,J.N.  Sheen ,2005,"Mathematics, Computer Science"
4517284,Further attenuation of endothelium-dependent relaxation imparted by natriuretic peptide receptor antagonism.,"Paul W. Wennberg , Virginia M. Miller , Ton J. Rabelink , John C. Burnett ",1999,"Medicine, Biology"
34137279,Further attenuation of endothelium-dependent relaxation imparted by natriuretic peptide receptor antagonism.,"P W Wennberg , V M Miller , T  Rabelink , J C Burnett Jr",1999,Biology Medicine
38190539,"Acute Flaccid Paralysis Associated With Circulating Vaccine-Derived Poliovirus--Philippines, 2001",,2001,Medicine
21125047,"Acute Flaccid Paralysis Associated With Circulating Vaccine-Derived Poliovirus—Philippines, 2001",,2001,Medicine
155487010,Redistributive Effects of Gasoline Prices,"Demet  Yilmazkuday , Hakan  Yilmazkuday ",2019,Economics
195275542,Redistributive Effects of Gasoline Prices,"Demet  Yilmazkuday , Hakan  Yilmazkuday ",2019,
208851952,On the onset of type I edge localized modes,"G.Y  Antar , S.I  Krasheninnikov , P.B  Snyder , R.A  Moyer , R  Pugno , D.S  Gray ",2009,Physics
115609266,On the onset of type I edge localized modes,"G.Y.  Antar , S.I.  Krasheninnikov , P.B.  Snyder , R.A.  Moyer , R.  Pugno , D.S.  Gray ",2009,Physics
4796536,Contribution of Medial Cuneiform Osteotomy to Correction of Longitudinal Arch Collapse in Stage IIb Adult-Acquired Flatfoot Deformity,"Grace C. Kunas , Huong T. Do , Amiethab  Aiyer , Jonathan T. Deland , Scott J. Ellis ",2018,Medicine
202165119,The Contribution of Medial Cuneiform Osteotomy to Correction of Longitudinal Arch Collapse in Stage IIb Adult Acquired Flatfoot Deformity,"Grace  Kunas , Huong  Do , Amiethab  Aiyer , Jonathan  Deland , Scott  Ellis ",2018,
202100321,3724. Methods and Processes for Robust Mass Properties Management in the Automotive Industry with a Main Focus on Mass Uncertainties,"Marcus  Stegmiller , Albert  Albers ",2019,Engineering
199657421,Methods and Processes for Robust Mass Properties Management in the Automotive Industry with a main Focus on Weight Uncertainties,"Marcus  Stegmiller , Albert  Albers ",2019,Engineering
38998476,D 9: Renal Vascular Resistance in Spontaneously Hypertensive Rats,"B.  Folkow , M.  Hallbäck , Y.  Lundgren , L.  Weiss ",1971,Medicine
43217942,Renal Vascular Resistance in Spontaneously Hypertensive Rats,"Björn  Folkow , Margareta  Hallbäck , Yen  Lundgren , Lilian  Weiss ",1970,Medicine
63926246,"The new system of educating horses including instructions on feeding, watering, stabling, shoeing, etc. with practical treatment for diseases. Illustrated. Including a large number of valuable recipes not before pulished. By D. Magner ...",D.  Magner ,1872,Computer Science
57672439,"The new system of educating horses including instructions on feeding, watering, stabling, shoeing, etc. with practical treatment for diseases. Illustrated. Including a large number of valuable recipes not before pulished.",D.  Magner ,1872,Computer Science
53584181,Data mining for classification of power quality problems using WEKA and the effect of attributes on classification accuracy,"S. Asha Kiranmai , A. Jaya Laxmi ",2018,Engineering
189931221,Data mining for classification of power quality problems using WEKA and the effect of attributes on classification accuracy,"S.  Asha Kiranmai , A.  Jaya Laxmi ",2018,
210611238,Mapping of Existing Technologies to Enhance Energy Efficiency in Buildings in the UNECE Region,"Kankana  Dubey , Andrey  Dodonov ",2019,Environmental Science
210309022,Mapping of existing technologies to enhance energy efficiency in buildings in the UNECE region (presentation),"Kankana  Dubey , Andrey  Dodonov ",2018,Environmental Science
7160840,Markov decision processes with arbitrary reward processes,"Jia Yuan Yu , Shie  Mannor , Nahum  Shimkin ",2009,Computer Science
40414342,Markov Decision Processes with Arbitrary Reward Processes,"Jia Yuan Yu , Shie  Mannor , Nahum  Shimkin ",2009,Computer Science
80253362,An unusual cause of thoracic pain: Cardiac perforation associated with a pacemaker.,"Eduardo  Flores-Umanzor , Rodolfo San Antonio , Margarida  Pujol-López , Rosario J. Perea ",2017,Medicine
34558926,An unusual cause of thoracic pain: Cardiac perforation associated with a pacemaker.,"Eduardo Josué Flores-Umanzor , Rodolfo  San Antonio , Margarida  Pujol-Lopez , Rosario Jesús Perea ",2017,Medicine
116863484,Superior mesenteric artery syndrome (Wilkie syndrome): Analysis of a series of 7 cases.,"Elena  Aranda Escaño , Arkaitz  Perfecto Valero , Miriam  Tellaeche de la Iglesia , Laura  Fernández Gómez-Cruzado , Jose Ignacio Santidrian Martinez ",2019,Medicine
213113492,Superior Mesenteric Artery Syndrome (Wilkie Syndrome): Analysis of a Series of 5 Cases,"Elena  Aranda Escaño , Arkaitz  Perfecto Valero , Miriam  Tellaeche de la Iglesia , Laura  Fernández Gómez-Cruzado , Jose Ignacio  Santidrian Martinez ",2020,Medicine
41268826,Special care dentistry.,P  Erridge ,2001,Medicine
8792682,Special care dentistry.,P  Erridge ,2000,Medicine
72063880,A double-blind randomized study comparing the effects of continuing or not continuing rosiglitazone + metformin therapy when starting insulin therapy in people with Type 2 diabetes1,"P. D.  Home , C. J.  Bailey , J.  Donaldson , H.  Chen , M. W.  Stewart ",2007,
3121480,A double-blind randomized study comparing the effects of continuing or not continuing rosiglitazone + metformin therapy when starting insulin therapy in people with Type 2 diabetes1,"P D Home , C J Bailey , J  Donaldson , H  Chen , M W Stewart ",2007,Medicine
84592622,Nanoparticles against Alzheimer's disease: PEG-PACA Nanoparticles are able to link the Aβ-peptide and influence its aggregation kinetic,"Davide  Brambilla , Romain  Verpillot , L. De Kimpe , Myriam  Taverna , B. Le Droumaguet , Karine  Andrieux ",2010,Biology
45207543,Nanoparticles against Alzheimer's disease: PEG-PACA nanoparticles are able to link the aβ-peptide and influence its aggregation kinetic.,"Davide  Brambilla , Romain  Verpillot , L. De Kimpe , Myriam  Taverna , B. Le Droumaguet , Julien  Nicolas , Mara  Canovi , Marco  Gobbi , Mario  Salmona , Valérie  Nicolas , Wiep  Scheper , Patrick  Couvreur , Karine  Andrieux ",2010,Chemistry Medicine
197086905,Synthesis of isoxazolobenzoxepanes via Michael addition of indoles to nitroalkenes and sequential intramolecular nitrile oxide cycloaddition,"K.  Ramachandiran , K.  Karthikeyan , Doraiswamy  Muralidharan , P. T. Perumal ",2010,Chemistry
196702795,Synthesis of Isoxazolobenzoxepanes via Michael Addition of Indoles to Nitroalkenes and Sequential Intramolecular Nitrile Oxide Cycloaddition.,"K.  Ramachandiran , K.  Karthikeyan , Doraiswamy  Muralidharan , P. T. Perumal ",2010,Chemistry
126405152,Distance Constraint Satisfaction Problems,"Manuel  Bodirsky , Víctor  Dalmau , Barnaby  Martin , Michael  Pinsker ",2010,Mathematics Computer Science
6477524,Distance Constraint Satisfaction Problems,"Manuel  Bodirsky , Victor  Dalmau , Barnaby  Martin , Michael  Pinsker ",2010,Mathematics Computer Science
23695647,"Proteins and peptides of the salivary gland secretion of medicinal leeches Hirudo verbana, H. medicinalis, and H. orientalis","I. P. Baskova , E. S. Kostrjukova , M. A. Vlasova , O. V. Kharitonova , S. A. Levitskiy , L. L. Zavalova , S. A. Moshkovskii , V. N. Lazarev ",2008,Biology Medicine
189779295,"Proteins and peptides of the salivary gland secretion of medicinal leeches Hirudo verbana, H. medicinalis, and H. orientalis","I. P. Baskova , E. S. Kostrjukova , M. A. Vlasova , O. V. Kharitonova , S. A. Levitskiy , L. L. Zavalova , S. A. Moshkovskii , V. N. Lazarev ",2008,
197384802,"Heck Arylations of N-Acyl-3-pyrroline and N-Acyl-1,2,5,6-tetrahydropyridine with Aryldiazonium Salts. Short Syntheses of Aryl γ- and δ-Lactams, Baclofen, Homobaclofen and Analogues.","Marcos Jose S. Carpes , Carlos Roque D. Correia ",2002,Chemistry
93936869,"Heck arylations of N-acyl-3-pyrroline and N-acyl-1,2,5,6-tetrahydropyridine with aryldiazonium salts. Short syntheses of aryl γ- and δ-lactams, baclofen, homobaclofen and analogues","Marcos Jose S. Carpes , Carlos Roque D. Correia ",2002,Chemistry
150762071,Perceptions of Populism and the Media,"Susana  Salgado , James  Stanyer ",2019,Political Science
159300287,Politicians’ Perceptions of Populism and the Media,"Susana  Salgado , James  Stanyer , Gergő  Hajzer , David Nicolas Hopmann , Bente  Kalsnes , Guido  Legnante , Artur  Lipiński , Norbert  Merkovity , Stylianos  Papathanassopoulos , Karen B. Sanders ",2019,Political Science
189874523,Assessing Changes Over Time in Inequality of Opportunity: The Case of Spain,"Ana  Suárez Álvarez , Ana Jesús López Menéndez ",2018,
158895293,Assessing Changes Over Time in Inequality of Opportunity: The Case of Spain,"Ana  Suárez Álvarez , Ana Jesús  López Menéndez ",2018,Economics
43756632,A time-delay digital tanlock loop,"Zahir M. Hussain , Boualem  Boashash , Mudhafar  Hassan-Ali , Saleh R. Al-Araji ",2001,Computer Science Mathematics
18826301,A time-delay digital tanlock loop,"Z.M.  Hussain , B.  Boashash , S.R.  Al-Araji ",1999,Computer Science
196903794,Novel Annulation of the Thiete Ring on Imidazole Nucleus and LiI-Catalysed Expansion of the Thiete Ring with Carbon Disulfide,"Lal Dhar S. Yadav , Sarvesh  Singh ",2003,Chemistry
196743919,Novel Annulation of the Thiete Ring on Imidazole Nucleus and LiI-Catalyzed Expansion of the Thiete Ring with Carbon Disulfide.,"Lal Dhar S. Yadav , Sarvesh  Singh ",2003,Chemistry
97602774,Carbonyl oxide chemistry. Part 2. Substituent and solvent effects on the chemical behaviour of carbonyl oxides,"M. Rosaria Iesce , Flavio  Cermola , M. Liliana Graziano , Rachele  Scarpati ",1994,Chemistry
197345799,Carbonyl Oxide Chemistry. Part 2. Substituent and Solvent Effects on the Chemical Behaviour of Carbonyl Oxides.,"Maria Rosaria Iesce , Flavio  Cermola , M. L. Graziano , Rachele  Scarpati ",1994,Chemistry
8997131,"Synthetic Approaches and Total Syntheses of Vinigrol, a Unique Diterpenoid.","Cristian  Draghici , Jon T Njardarson ",2015,"Medicine, Chemistry"
196974532,"Synthetic Approaches and Total Syntheses of Vinigrol, a Unique Diterpenoid","Cristian  Draghici , Jon T. Njardarson ",2015,Chemistry
135482564,Analysis of Dynamic Fracture Behavior of Partially Stabilized Zirconia at Elevated Temperatures by the Method of Caustics,"Masahiro  Suetsugu , Koji  Shimizu , Susumu  Takahashi ",1994,Materials Science
138997308,Analysis of the Dynamic Fracture Behavior of Partially Stabilized Zirconia at Elevated Temperatures by the Method of Caustics.,"Masahiro  Suetsugu , Koji  Shimizu , Susumu  Takahashi ",1993,Materials Science
38678144,Espundia named by Raimondi in 1874.,J  Enrique Pérez ,1990,Medicine
86560707,Espundia named by Raimondi in 1874.,J. Enrique Perez ,1990,Biology
197017298,"5,8-Bis(1,3-dithiol-2-ylidene)-5,8-dihydroquinoxalines: Novel Electron Donors with Low Oxidation Potentials.","Yoshiro  Yamashita , Shoji  Tanaka , Kenichi  Imaeda , Hiroo  Inokuchi , Mizuka  Sano ",1992,Chemistry
95188869,"5,8-Bis(1,3-dithiol-2-ylidene)-5,8-dihydroquinoxalines: novel electron donors with low oxidation potentials","Yoshiro  Yamashita , Shoji  Tanaka , Kenichi  Imaeda , Hiroo  Inokuchi , Mizuka  Sano ",1991,Chemistry
124445473,Negative Dependence in Matrix Arrangement Problems,"Edgars  Jakobsons , Ruodu  Wang ",2017,Mathematics
197620611,Negative Dependence in Matrix Arrangement Problems,"Edgars  Jakobsons , Ruodu  Wang ",2016,Materials Science
197660314,"Tetherless, precise and extended observation of single-molecule FRET in an Anti-Brownian trap","Hugh  Wilson , Robert S. Windeler , Quan  Wang ",2019,Engineering
92550659,"Tetherless, Precise and Extended Observation of Single-Molecule FRET in an Anti-Brownian Trap","Hugh  Wilson , Quan  Wang ",2019,Biology
706265,Vitamin D deficiency and bone disease in patients with Crohn's disease.,W T Cooke ,1983,Medicine
199054098,Vitamin D deficiency and bone disease in patients with Crohn's disease,W. T. Cooke ,1983,Medicine
38042659,Axin determines cell fate by controlling the p53 activation threshold after DNA damage,"Qinxi  Li , Shuyong  Lin , Xuan  Wang , Guili  Lian , Zailian  Lu , Huiling  Guo , Ka  Ruan , Yanhai  Wang , Zhiyun  Ye , Jiahuai  Han , Sheng-Cai  Lin ",2009,Biology
52851699,Axin determines cell fate by controlling the p53 activation threshold after DNA damage,"Qinxi  Li , Shuyong  Lin , Xuan  Wang , Guili  Lian , Zailian  Lu , Huiling  Guo , Ka  Ruan , Yanhai  Wang , Zhiyun  Ye , Jiahuai  Han , Sheng-Cai  Lin ",2009,Medicine
91795307,Genetic Blistering Diseases,"J.-D.  Fine , S. M.  Burge ",2010,Biology
83330603,Genetic Blistering Diseases,"R. A. J.  Eady , J-D.  Fine , S. M.  Burge ",2008,Medicine
14274920,A competitive analysis of the list update problem with lookahead,Susanne  Albers ,1998,Computer Science
37445022,A competitive analysis of the list update problem with lookahead,Susanne  Albers ,1998,Computer Science
203661397,Bioactive Molecules from Vegetable Sources for the Treatment of Cutaneous Pathologies and Disorders Part 2,Elisabetta  Esposito ,2019,"Biology, Medicine"
203639558,Bioactive Molecules from Vegetable Sources for the Treatment of Cutaneous Pathologies and Disorders Part 1,Elisabetta  Esposito ,2019,Medicine Biology
96118628,Mixed metal complexes in solution. Part 5. Equilibrium and conformational study of heterobinuclear metal(II)–isoserine complexes in aqueous solution,"Giuseppe  Arena , Vincenzo  Cucinotta , Enrico  Rizzarelli , Pier Giuseppe Daniele , Giorgio  Ostacoli , Silvio  Sammartano ",1988,Chemistry
196992182,Mixed Metal Complexes in Solution. Part 5. Equilibrium and Conformational Study of Heterobinuclear Metal(II)-Isoserine Complexes in Aqueous Solution.,"Giuseppe  Arena , Vincenzo  Cucinotta , Enrico  Rizzarelli , Pier Giuseppe Daniele , Giorgio  Ostacoli , Silvio  Sammartano ",1988,Chemistry
58427621,Acute myeloid leukemia commentary,Robert J.  Arceci ,2013,Medicine
81112030,Acute Myeloid Leukemia,"Robert J.  Arceci , Jason N.  Berman , Soheil  Meshinchi ",2014,Biology
189825731,"Pattern Change of Several Polycyclic Aromatic Furans and Analogous Thiophenes on Oxidative Pyrolysis of Pitches in Flue Gases, and the Relevance to their Quantitative Analysis",R.  Meyer zu Reckendorf ,2003,
97776127,"Pattern Change of Several Polycyclic Aromatic Furans and Analogous Thiophenes on Oxidative Pyrolysis of Pitches in Flue Gases, and the Relevance to their Quantitative Analysis",R. Meyer zu Reckendorf ,2003,Chemistry
97533386,Maturation of the hypothalamo-neurohypophysial system,"H.  Heller , K.  Lederis ",1959,Chemistry
28490773,Maturation of the hypothalamoneurohypophysial system.,"H  HELLER , K  LEDERIS ",1959,Medicine
123276241,The energy balance and the mechanism of discharge transport on the surface of a thermionic cathode in an arc discharge,V. P.  Polishchuk ,2005,
195370372,The energy balance and the mechanism of discharge transport on the surface of a thermionic cathode in an arc discharge,V. P. Polishchuk ,2005,Physics
7717641,DRAM-3 modulates autophagy and promotes cell survival in the absence of glucose,"M  Mrschtik , J  O'Prey , L Y Lao , J S Long , F  Beaumatin , D  Strachan , M  O'Prey , J  Skommer , K M Ryan ",2015,"Biology, Medicine"
2392628,DRAM-3 modulates autophagy and promotes cell survival in the absence of glucose,"M  Mrschtik , J  O'Prey , L Y Lao , J S Long , F  Beaumatin , D  Strachan , M  O'Prey , J  Skommer , K M Ryan ",2017,Medicine
202896778,Topographic Identification of High-Risk Valvular Regions for Patients with Calcific Degenerative Aortic Valve Stenosis,"John  Sims , Rodrigo  Castaldoni , Jose  de Arimateia Araujo-Filho , Roberto  Victor , Thamara  Morais , Antonio  de Santis , Pedro  Lemos , Flavio  Tarasoutchi , Marcelo  Vieira , João  Salinet , Antonildes  Assuncao-Jr , Cesar  Nomura ",2019,
211298285,Topographic Identification of High-Risk Valvular Regions for Patients With Calcific Degenerative Aortic Valve Stenosis,"John A Sims , Joao L Salinet , Antonildes N Assuncao-Jr , Cesar Higa Nomura , Rodrigo  Castaldoni , Jose de Arimateia Araujo-Filho , Roberto  Victor , Thamara  Morais , Antonio de Santis , Pedro  Lemos , Flavio  Tarassouti , Marcelo  Vieira ",2019,Mathematics
28122736,The structure of personality capabilities.,"Delroy L.  Paulhus , Carol L.  Martin ",1987,
198685116,The structure of personality capabilities.,"Delroy L.  Paulhus , Carol L.  Martin ",1987,Psychology
44689283,Submucosal lipoma causing an unusual presentation of intussusception.,M Y Al Shehri ,1999,Medicine
68052692,Submucosal lipoma causing an unusual presentation of intussusception,Mohammad Yahya Al Shehri ,1999,Medicine
110130872,A Three-Dimensional Evacuation Simulation Using Digital Human Models With Precise Kinematic Joints,"Takao  Kakizaki , Jiro  Urii , Mitsuru  Endo ",2011,Engineering
110065623,A Three-Dimensional Evacuation Simulation Using Digital Human Models With Precise Kinematic Joints,"Takao  Kakizaki , Jiro  Urii , Mitsuru  Endo ",2011,Engineering
196977000,"Dibenzoxepino[4,5-d]pyrazoles: A Facile Approach via the Ullmann-Ether Reaction.","Roberto  Olivera , Raul  SanMartin , Esther  Domínguez ",2000,Chemistry
94201190,"Dibenzoxepino[4,5-d]pyrazoles: a facile approach via the Ullmann-ether reaction","Roberto  Olivera , Raul  SanMartin , Esther  Domínguez ",2000,Chemistry
62687337,G-COPSS: A content centric communication infrastructure for gaming applications,"Jiachen  Chen , Mayutan  Arumaithurai , Xiaoming  Fu , Kadangode K. Ramakrishnan ",2011,Computer Science
13459129,G-COPSS: A Content Centric Communication Infrastructure for Gaming Applications,"Jiachen  Chen , Mayutan  Arumaithurai , Xiaoming  Fu , K.K.  Ramakrishnan ",2012,Computer Science
130461304,Is the Chalk a chemical deposit?,W. A.  Tarr ,1926,Geology
129260412,Is the Chalk a Chemical Deposit?,W. A.  Tarr ,1925,Geology
2329941,Pulmonary non-tuberculous mycobacterial infection in congenital contractural arachnodactyly.,"Michelle L. Paulson , Kenneth N. Olivier , Steven M. Holland ",2012,Medicine
47184047,Pulmonary non-tuberculous mycobacterial infection in congenital contractural arachnodactyly [Case study].,"M L Paulson , K N Olivier , S M Holland ",2012,Medicine
38301666,Peri-operative chemotherapy for muscle-invasive bladder cancer: status-quo in 2017,"Benjamin  Pradère , Constance  Thibault , Malte W. Vetterlein , Jeffrey J. Leow , Benoit  Peyronnet , Morgan  Rouprêt , Thomas  Seisen ",2017,Medicine
80321020,Peri-operative chemotherapy for muscle-invasive bladder cancer: status-quo in 2017,"Benjamin  Pradère , Constance  Thibault , Malte W. Vetterlein , Jeffrey J. Leow , Benoit  Peyronnet , Morgan  Rouprêt , Thomas  Seisen ",2017,Medicine
29721025,GONADOTROPHIN LEVELS IN WOMEN WITH CUSHING'S SYNDROME BEFORE AND AFTER TREATMENT,"M. C.  WHITE , J.  SANDERSON , K.  MASHITER , G. F.  JOPLIN ",1981,Medicine
72559319,SERUM GONADOTROPHIN LEVELS IN WOMEN WITH CUSHING'S SYNDROME BEFORE AND AFTER TREATMENT.,"M.C.  White , J.  Sanderson , K.  Mashiter , G. F.  Joplin ",1979,Medicine
62727047,Evaluation of an information service for enhanced multiaccess media delivery,"Jukka  Mäkelä , Markus  Luoto , Tiia  Sutinen , Kostas  Pentikousis ",2009,Computer Science
1236423,Evaluation of an information service for enhanced multiaccess media delivery,"Jukka  Mäkelä , Markus  Luoto , Tiia  Sutinen , Kostas  Pentikousis ",2009,Computer Science
189877713,A new proof of Drasin's theorem on meromorphic functions of finite order with maximal deficiency sum. II,A. �.  Eremenko ,1990,
7471789,A new proof of Drasin's theorem on meromorphic functions of finite order with maximal deficiency sum. II,A. E. Eremenko ,1990,Mathematics
150129167,"Time Within Time: The Diaries 1970-1986. By Andrei Tarkovsky. Translated from the Russian by Kitty Hunter-Blair. Calcutta: Seagull Books, 1991",Graham  Petrie ,1995,Sociology
161896039,"Reviews : Time Within Time: The Diaries 1970-1986. By Andrey Tarkovsky. Translated from the Russian by Kitty Hunter-Blair. Calcutta: Seagull Books, 1991. Pp. 392. £25.00",Graham  Petrie ,1993,History
32743632,A Description of the Southern Rural Access Program's Practice Management Strategies,"Graham L.  Adams , Curtis E.  Holloman , Jeannie M.  Nye , Rita  Salain , Kelli G.  Glenn , Sally  Harrison , Mary M.  Patterson ",2003,Medicine
